canonical_path,data_level,dataset,task,method,seed,rows,columns,source_path,source_sha256,canonical_sha256,status,transformation,intended_use,notes
paper_data/01_PHM2010/01_main_D1/bootstrap/rf/bootstrap_config.json,bootstrap,PHM2010,D1,rf,,NA,NA,final_statistical_evidence/bootstrap/rf/bootstrap_config.json,fdb6e0880cfdbc091e41479d90132ad5c91fc5abaa4ee5b467db4463192285b6,fdb6e0880cfdbc091e41479d90132ad5c91fc5abaa4ee5b467db4463192285b6,AUTHORITATIVE,none,,
paper_data/01_PHM2010/01_main_D1/bootstrap/rf/bootstrap_samples.csv,bootstrap,PHM2010,D1,rf,,5000,10,final_statistical_evidence/bootstrap/rf/bootstrap_samples.csv,a955ef5864dc64f01b592381817cfdd5cfbe70c37f41f29072c5555d59f15156,a955ef5864dc64f01b592381817cfdd5cfbe70c37f41f29072c5555d59f15156,AUTHORITATIVE,none,,
paper_data/01_PHM2010/01_main_D1/bootstrap/rf/bootstrap_summary.csv,bootstrap,PHM2010,D1,rf,,9,8,final_statistical_evidence/bootstrap/rf/bootstrap_summary.csv,4af535157088a995b3ba52b8401bdec53b164f3f872d10d11841cf707a0c71ee,4af535157088a995b3ba52b8401bdec53b164f3f872d10d11841cf707a0c71ee,AUTHORITATIVE,none,,
paper_data/01_PHM2010/01_main_D1/bootstrap/tcn_gru/bootstrap_config.json,bootstrap,PHM2010,D1,tcn_gru,,NA,NA,final_statistical_evidence/bootstrap/tcn_gru/bootstrap_config.json,764da53e7aa6ba50a781636102bc4e9286287991a22158e562a6cf2e43177a8c,764da53e7aa6ba50a781636102bc4e9286287991a22158e562a6cf2e43177a8c,AUTHORITATIVE,none,,
paper_data/01_PHM2010/01_main_D1/bootstrap/tcn_gru/bootstrap_samples.csv,bootstrap,PHM2010,D1,tcn_gru,,5000,10,final_statistical_evidence/bootstrap/tcn_gru/bootstrap_samples.csv,f2caf9893efb0fa8d1153b7699b6c04dae55487fe38c75c1db016b92cd3702c4,f2caf9893efb0fa8d1153b7699b6c04dae55487fe38c75c1db016b92cd3702c4,AUTHORITATIVE,none,,
paper_data/01_PHM2010/01_main_D1/bootstrap/tcn_gru/bootstrap_summary.csv,bootstrap,PHM2010,D1,tcn_gru,,9,8,final_statistical_evidence/bootstrap/tcn_gru/bootstrap_summary.csv,ae20ef241dd75a912e4c01b708c3c6d2a900226fb60b8d547065f2b27d872b93,ae20ef241dd75a912e4c01b708c3c6d2a900226fb60b8d547065f2b27d872b93,AUTHORITATIVE,none,,
paper_data/01_PHM2010/01_main_D1/predictions_common_universe/D1_dc_psr_304runs.csv,prediction_level,PHM2010,D1,dc_psr,,304,7,final_statistical_evidence/predictions_common_universe/D1_dc_psr_304runs.csv,eb22dd7488b3c9a745426b7874f50c340d41ebbe0d31a47bf3b804e7a9cc3bf3,eb22dd7488b3c9a745426b7874f50c340d41ebbe0d31a47bf3b804e7a9cc3bf3,AUTHORITATIVE,none,confusion matrix/bootstrap/error analysis,
paper_data/01_PHM2010/01_main_D1/predictions_common_universe/D1_dp2net_adapted_304runs.csv,prediction_level,PHM2010,D1,dp2net_adapted,,304,7,final_statistical_evidence/predictions_common_universe/D1_dp2net_adapted_304runs.csv,60f75ca3bfae66d3ec13d056adf5d6eeafcbdb672ca243e9d0c782002fa5957d,60f75ca3bfae66d3ec13d056adf5d6eeafcbdb672ca243e9d0c782002fa5957d,AUTHORITATIVE,none,confusion matrix/bootstrap/error analysis,
paper_data/01_PHM2010/01_main_D1/predictions_common_universe/D1_dynamic_gin_tgp_304runs.csv,prediction_level,PHM2010,D1,dynamic_gin_tgp,,304,7,final_statistical_evidence/predictions_common_universe/D1_dynamic_gin_tgp_304runs.csv,ebcba3781cdd5bf8027496736481b7687486e201a953bd4da42c1cc614a553d9,ebcba3781cdd5bf8027496736481b7687486e201a953bd4da42c1cc614a553d9,AUTHORITATIVE,none,confusion matrix/bootstrap/error analysis,
paper_data/01_PHM2010/01_main_D1/predictions_common_universe/D1_htt_net_304runs.csv,prediction_level,PHM2010,D1,htt_net,,304,7,final_statistical_evidence/predictions_common_universe/D1_htt_net_304runs.csv,143371851a8366a9ae85b64c9b5fdfaac3db7c933e4e194e7f4a0250ecda5e3f,143371851a8366a9ae85b64c9b5fdfaac3db7c933e4e194e7f4a0250ecda5e3f,AUTHORITATIVE,none,confusion matrix/bootstrap/error analysis,
paper_data/01_PHM2010/01_main_D1/predictions_common_universe/D1_mtf_avitk_304runs.csv,prediction_level,PHM2010,D1,mtf_avitk,,304,7,final_statistical_evidence/predictions_common_universe/D1_mtf_avitk_304runs.csv,55f98bc8de854d5ddce5fc0be5062d7e0dc812e182dcfff483bd2e3e65954c30,55f98bc8de854d5ddce5fc0be5062d7e0dc812e182dcfff483bd2e3e65954c30,AUTHORITATIVE,none,confusion matrix/bootstrap/error analysis,
paper_data/01_PHM2010/01_main_D1/predictions_common_universe/D1_multi_source_attention_304runs.csv,prediction_level,PHM2010,D1,multi_source_attention,,304,7,final_statistical_evidence/predictions_common_universe/D1_multi_source_attention_304runs.csv,f5f81d2f83b1ce1dbac0b7ea9d4814f49e64b2f6eb837406190dd4a505ff0525,f5f81d2f83b1ce1dbac0b7ea9d4814f49e64b2f6eb837406190dd4a505ff0525,AUTHORITATIVE,none,confusion matrix/bootstrap/error analysis,
paper_data/01_PHM2010/01_main_D1/predictions_common_universe/D1_multitask_tcn_gru_304runs.csv,prediction_level,PHM2010,D1,multitask_tcn_gru,,304,7,final_statistical_evidence/predictions_common_universe/D1_multitask_tcn_gru_304runs.csv,9b7dc1d79d11f9a94c36b37bf58d968ad80e4556e92a70377b991c3f4ee84700,9b7dc1d79d11f9a94c36b37bf58d968ad80e4556e92a70377b991c3f4ee84700,AUTHORITATIVE,none,confusion matrix/bootstrap/error analysis,
paper_data/01_PHM2010/01_main_D1/predictions_common_universe/D1_rf_304runs.csv,prediction_level,PHM2010,D1,rf,,304,7,final_statistical_evidence/predictions_common_universe/D1_rf_304runs.csv,34c1c1d05a9c1f20ade1964c788d25bcba5ae94b1bff1b9624163305ee19cc28,34c1c1d05a9c1f20ade1964c788d25bcba5ae94b1bff1b9624163305ee19cc28,AUTHORITATIVE,none,confusion matrix/bootstrap/error analysis,
paper_data/01_PHM2010/01_main_D1/predictions_common_universe/D1_tcn_gru_304runs.csv,prediction_level,PHM2010,D1,tcn_gru,,304,7,final_statistical_evidence/predictions_common_universe/D1_tcn_gru_304runs.csv,68feb9ce89ea6af187453d7385535f26b3bd5986adff17a2265ba944b93ab407,68feb9ce89ea6af187453d7385535f26b3bd5986adff17a2265ba944b93ab407,AUTHORITATIVE,none,confusion matrix/bootstrap/error analysis,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/README.md,documentation,,,,,NA,NA,,,f928259928c65d0ab3570247dbc8f706c7928600a01b86bbfb31ff522d60a58f,DERIVED,generated by build_paper_data.py,provenance and usage,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/dc_psr/config.yaml,protocol,PHM2010,D2,dc_psr,,NA,NA,final_statistical_evidence/transfer_tasks/D2/dc_psr/config.yaml,751497e012dd9c8ce1981ec34eb369ad322b091f6b4f38db585491c6bbbc81e6,751497e012dd9c8ce1981ec34eb369ad322b091f6b4f38db585491c6bbbc81e6,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/dc_psr/metrics.json,protocol,PHM2010,D2,dc_psr,,NA,NA,final_statistical_evidence/transfer_tasks/D2/dc_psr/metrics.json,082424699e0761b9be2e213e8259c510441a4cda2deaf9ed7721760bb97f01f3,082424699e0761b9be2e213e8259c510441a4cda2deaf9ed7721760bb97f01f3,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/dc_psr/predictions.csv,prediction_level,PHM2010,D2,dc_psr,,304,7,final_statistical_evidence/transfer_tasks/D2/dc_psr/predictions.csv,0890b63277a922aa4fccee0849a28271071eb7abc7252f1749ecbf8fa449a399,0890b63277a922aa4fccee0849a28271071eb7abc7252f1749ecbf8fa449a399,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/dp2net_adapted/config.yaml,protocol,PHM2010,D2,dp2net_adapted,,NA,NA,final_statistical_evidence/transfer_tasks/D2/dp2net_adapted/config.yaml,ed4ccaac0d29a6e4de8a817e7fe4918383dae6741c6f6101a364fed65cd0a964,ed4ccaac0d29a6e4de8a817e7fe4918383dae6741c6f6101a364fed65cd0a964,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/dp2net_adapted/metrics.json,protocol,PHM2010,D2,dp2net_adapted,,NA,NA,final_statistical_evidence/transfer_tasks/D2/dp2net_adapted/metrics.json,56351bb7c10609871b321f0ae7347c6e6b5037708dfab905c97b57e1f270bb65,56351bb7c10609871b321f0ae7347c6e6b5037708dfab905c97b57e1f270bb65,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/dp2net_adapted/predictions.csv,prediction_level,PHM2010,D2,dp2net_adapted,,315,7,final_statistical_evidence/transfer_tasks/D2/dp2net_adapted/predictions.csv,752b695a3551b24b83f23e68fd5616afe796c17e8ed2fbfb2c727751757b93e7,752b695a3551b24b83f23e68fd5616afe796c17e8ed2fbfb2c727751757b93e7,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/dynamic_gin_tgp/config.yaml,protocol,PHM2010,D2,dynamic_gin_tgp,,NA,NA,final_statistical_evidence/transfer_tasks/D2/dynamic_gin_tgp/config.yaml,6d8c355f1a82253ce5cf853bee167a2b6008dd9f0606a15be2091e1dcb5375a4,6d8c355f1a82253ce5cf853bee167a2b6008dd9f0606a15be2091e1dcb5375a4,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/dynamic_gin_tgp/metrics.json,protocol,PHM2010,D2,dynamic_gin_tgp,,NA,NA,final_statistical_evidence/transfer_tasks/D2/dynamic_gin_tgp/metrics.json,b8bc3fdafbf648febc1a8ffac6f2408df3285b875384e7c3131afddc7ec0b83d,b8bc3fdafbf648febc1a8ffac6f2408df3285b875384e7c3131afddc7ec0b83d,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/dynamic_gin_tgp/predictions.csv,prediction_level,PHM2010,D2,dynamic_gin_tgp,,315,7,final_statistical_evidence/transfer_tasks/D2/dynamic_gin_tgp/predictions.csv,0cc3379809e187e3e39a0b2aca14a466f38d6e40022c574ddaa456e0fabe3d19,0cc3379809e187e3e39a0b2aca14a466f38d6e40022c574ddaa456e0fabe3d19,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/htt_net/config.yaml,protocol,PHM2010,D2,htt_net,,NA,NA,final_statistical_evidence/transfer_tasks/D2/htt_net/config.yaml,764d0c00da1443abfa8f2d897f3723bd671879c2753d8020e43545b3d0e55550,764d0c00da1443abfa8f2d897f3723bd671879c2753d8020e43545b3d0e55550,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/htt_net/metrics.json,protocol,PHM2010,D2,htt_net,,NA,NA,final_statistical_evidence/transfer_tasks/D2/htt_net/metrics.json,63d09a136b3675cdfd7aeb0f8ee032963bb01f72421283dd2f526791cfc4ec46,63d09a136b3675cdfd7aeb0f8ee032963bb01f72421283dd2f526791cfc4ec46,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/htt_net/predictions.csv,prediction_level,PHM2010,D2,htt_net,,304,7,final_statistical_evidence/transfer_tasks/D2/htt_net/predictions.csv,c847392e5882c43b9caf4326bb0f82e8fa8978b018377cafbef15f88edc3df9f,c847392e5882c43b9caf4326bb0f82e8fa8978b018377cafbef15f88edc3df9f,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/mtf_avitk/config.yaml,protocol,PHM2010,D2,mtf_avitk,,NA,NA,final_statistical_evidence/transfer_tasks/D2/mtf_avitk/config.yaml,6917322b8cb8ffe749f1f806d1f7c2dc95ac383580a3ca1ef927d01012ff6dce,6917322b8cb8ffe749f1f806d1f7c2dc95ac383580a3ca1ef927d01012ff6dce,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/mtf_avitk/metrics.json,protocol,PHM2010,D2,mtf_avitk,,NA,NA,final_statistical_evidence/transfer_tasks/D2/mtf_avitk/metrics.json,ec4fa09cac8a4a1fbaa59763ae5cbbd7c0e0c4520842d174b243ea76eb36ad9e,ec4fa09cac8a4a1fbaa59763ae5cbbd7c0e0c4520842d174b243ea76eb36ad9e,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/mtf_avitk/predictions.csv,prediction_level,PHM2010,D2,mtf_avitk,,315,7,final_statistical_evidence/transfer_tasks/D2/mtf_avitk/predictions.csv,e7bb374ce71ad4b020b658f619a586171da3d7070df9a66ae5fe2fae704c650c,e7bb374ce71ad4b020b658f619a586171da3d7070df9a66ae5fe2fae704c650c,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/multi_source_attention/config.yaml,protocol,PHM2010,D2,multi_source_attention,,NA,NA,final_statistical_evidence/transfer_tasks/D2/multi_source_attention/config.yaml,286f88c97ab9b0660dafa638d549af1dd5a2c8c7dd588693347d0f7fb60b0da3,286f88c97ab9b0660dafa638d549af1dd5a2c8c7dd588693347d0f7fb60b0da3,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/multi_source_attention/metrics.json,protocol,PHM2010,D2,multi_source_attention,,NA,NA,final_statistical_evidence/transfer_tasks/D2/multi_source_attention/metrics.json,0a17d305f13dc3f5746e72580f430977a2722ee2aebf5c97875dc15cb30b6d11,0a17d305f13dc3f5746e72580f430977a2722ee2aebf5c97875dc15cb30b6d11,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/multi_source_attention/predictions.csv,prediction_level,PHM2010,D2,multi_source_attention,,315,7,final_statistical_evidence/transfer_tasks/D2/multi_source_attention/predictions.csv,fa6373f817b25ff7a22daf6a8a965d77226ab93e00f942f2e2cbb67c2c369d6a,fa6373f817b25ff7a22daf6a8a965d77226ab93e00f942f2e2cbb67c2c369d6a,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/multitask_tcn_gru/config.yaml,protocol,PHM2010,D2,multitask_tcn_gru,,NA,NA,final_statistical_evidence/transfer_tasks/D2/multitask_tcn_gru/config.yaml,ecc25c20e936c7086688a2ee11de8cdd0ce3c1a05b3a69d3aa8464c637e4c51f,ecc25c20e936c7086688a2ee11de8cdd0ce3c1a05b3a69d3aa8464c637e4c51f,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/multitask_tcn_gru/metrics.json,protocol,PHM2010,D2,multitask_tcn_gru,,NA,NA,final_statistical_evidence/transfer_tasks/D2/multitask_tcn_gru/metrics.json,8c87e827a5777cd20e175f1143557961b6b9e6ad67c425b92f624ad6a1eb9bc7,8c87e827a5777cd20e175f1143557961b6b9e6ad67c425b92f624ad6a1eb9bc7,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/multitask_tcn_gru/predictions.csv,prediction_level,PHM2010,D2,multitask_tcn_gru,,304,7,final_statistical_evidence/transfer_tasks/D2/multitask_tcn_gru/predictions.csv,72d42e0e880c2fab9498e580cb338c823295e5b75e846bd03d2c58096acacd0b,72d42e0e880c2fab9498e580cb338c823295e5b75e846bd03d2c58096acacd0b,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/rf/config.yaml,protocol,PHM2010,D2,rf,,NA,NA,final_statistical_evidence/transfer_tasks/D2/rf/config.yaml,0ec827d11b3ce791f3d839c3dac96391b2d249391573908674b0303df54b7356,0ec827d11b3ce791f3d839c3dac96391b2d249391573908674b0303df54b7356,AUTHORITATIVE,none,,
paper_data/01_PHM2010/02_cross_condition_D1_D2_D3/predictions/D2/rf/metrics.json,protocol,PHM2010,D2,rf,,NA,NA,final_statistical_evidence/transfer_tasks/D2/rf/metrics.json,dc547267d0ecd01c488bdf310831cd359211eed14e0149ce5d3faa8bc95bc0ee,dc547267d0ecd01c488bdf310831cd359211eed14e0149ce5d3faa8bc95bc0ee,AUTHORITATIVE,none,,
